MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20211228,6001,Alameda County,CA,0,0,0,15.54,84.46,0,12/28/21,1/3/22,2
20211221,6001,Alameda County,CA,0,0,0,0,14.95,85.05,12/21/21,12/27/21,2
20211214,6001,Alameda County,CA,0,0,0,0,14.95,85.05,12/14/21,12/20/21,2
20211207,6001,Alameda County,CA,0,0,0,0,14.95,85.05,12/7/21,12/13/21,2
20211130,6001,Alameda County,CA,0,0,0,0,14.95,85.05,11/30/21,12/6/21,2
20211123,6001,Alameda County,CA,0,0,0,0,14.95,85.05,11/23/21,11/29/21,2
20211116,6001,Alameda County,CA,0,0,0,0,0.9,99.1,11/16/21,11/22/21,2
20211109,6001,Alameda County,CA,0,0,0,0,0.9,99.1,11/9/21,11/15/21,2
20211102,6001,Alameda County,CA,0,0,0,0,0.9,99.1,11/2/21,11/8/21,2
20211026,6001,Alameda County,CA,0,0,0,0,0.9,99.1,10/26/21,11/1/21,2
20211019,6001,Alameda County,CA,0,0,0,0,0.9,99.1,10/19/21,10/25/21,2
20211012,6001,Alameda County,CA,0,0,0,0,0.9,99.1,10/12/21,10/18/21,2
20211005,6001,Alameda County,CA,0,0,0,0,0.9,99.1,10/5/21,10/11/21,2
20210928,6001,Alameda County,CA,0,0,0,0,0.9,99.1,9/28/21,10/4/21,2
20210921,6001,Alameda County,CA,0,0,0,0,0.9,99.1,9/21/21,9/27/21,2
20210914,6001,Alameda County,CA,0,0,0,0,0.9,99.1,9/14/21,9/20/21,2
20210907,6001,Alameda County,CA,0,0,0,0,0.9,99.1,9/7/21,9/13/21,2
20210831,6001,Alameda County,CA,0,0,0,0,0.9,99.1,8/31/21,9/6/21,2
20210824,6001,Alameda County,CA,0,0,0,0,0.9,99.1,8/24/21,8/30/21,2
20210817,6001,Alameda County,CA,0,0,0,0,0.9,99.1,8/17/21,8/23/21,2
20210810,6001,Alameda County,CA,0,0,0,0,0.9,99.1,8/10/21,8/16/21,2
20210803,6001,Alameda County,CA,0,0,0,0,0.9,99.1,8/3/21,8/9/21,2
20210727,6001,Alameda County,CA,0,0,0,0,0.9,99.1,7/27/21,8/2/21,2
20210720,6001,Alameda County,CA,0,0,0,0,36.14,63.86,7/20/21,7/26/21,2
20210713,6001,Alameda County,CA,0,0,0,0,36.14,63.86,7/13/21,7/19/21,2
20210706,6001,Alameda County,CA,0,0,0,0,36.14,63.86,7/6/21,7/12/21,2
20210629,6001,Alameda County,CA,0,0,0,0,36.14,63.86,6/29/21,7/5/21,2
20210622,6001,Alameda County,CA,0,0,0,0,36.14,63.86,6/22/21,6/28/21,2
20210615,6001,Alameda County,CA,0,0,0,0,36.14,63.86,6/15/21,6/21/21,2
20210608,6001,Alameda County,CA,0,0,0,0,36.14,63.86,6/8/21,6/14/21,2
20210601,6001,Alameda County,CA,0,0,0,0,36.14,63.86,6/1/21,6/7/21,2
20210525,6001,Alameda County,CA,0,0,0,0,36.14,63.86,5/25/21,5/31/21,2
20210518,6001,Alameda County,CA,0,0,0,0,60.04,39.96,5/18/21,5/24/21,2
20210511,6001,Alameda County,CA,0,0,0,0,100,0,5/11/21,5/17/21,2
20210504,6001,Alameda County,CA,0,0,0,0,100,0,5/4/21,5/10/21,2
20210427,6001,Alameda County,CA,0,0,0,9.22,90.78,0,4/27/21,5/3/21,2
20210420,6001,Alameda County,CA,0,0,0,88.86,11.14,0,4/20/21,4/26/21,2
20210413,6001,Alameda County,CA,0,0,77.49,22.51,0,0,4/13/21,4/19/21,2
20210406,6001,Alameda County,CA,0,0,77.59,22.41,0,0,4/6/21,4/12/21,2
20210330,6001,Alameda County,CA,0,0,77.59,22.41,0,0,3/30/21,4/5/21,2
20210323,6001,Alameda County,CA,0,0,77.59,22.41,0,0,3/23/21,3/29/21,2
20210316,6001,Alameda County,CA,0,0,78.99,21.01,0,0,3/16/21,3/22/21,2
20210309,6001,Alameda County,CA,0,0,78.99,21.01,0,0,3/9/21,3/15/21,2
20210302,6001,Alameda County,CA,0,0,78.99,21.01,0,0,3/2/21,3/8/21,2
20210223,6001,Alameda County,CA,0,0,78.99,21.01,0,0,2/23/21,3/1/21,2
20210216,6001,Alameda County,CA,0,0,78.99,21.01,0,0,2/16/21,2/22/21,2
20210209,6001,Alameda County,CA,0,0,78.99,21.01,0,0,2/9/21,2/15/21,2
20210202,6001,Alameda County,CA,0,0,78.99,21.01,0,0,2/2/21,2/8/21,2
20210126,6001,Alameda County,CA,0,0,0,100,0,0,1/26/21,2/1/21,2
20210119,6001,Alameda County,CA,0,0,0,100,0,0,1/19/21,1/25/21,2
20210112,6001,Alameda County,CA,0,0,0,100,0,0,1/12/21,1/18/21,2
20210105,6001,Alameda County,CA,0,0,0,100,0,0,1/5/21,1/11/21,2
20201229,6001,Alameda County,CA,0,0,0,100,0,0,12/29/20,1/4/21,2
20211228,6003,Alpine County,CA,0,0,0,100,0,0,12/28/21,1/3/22,2
20211221,6003,Alpine County,CA,0,0,0,57.92,42.08,0,12/21/21,12/27/21,2
20211214,6003,Alpine County,CA,0,0,0,35.69,64.31,0,12/14/21,12/20/21,2
20211207,6003,Alpine County,CA,0,0,0,35.69,64.31,0,12/7/21,12/13/21,2
20211130,6003,Alpine County,CA,0,0,0,35.69,64.31,0,11/30/21,12/6/21,2
20211123,6003,Alpine County,CA,0,0,0,35.69,64.31,0,11/23/21,11/29/21,2
20211116,6003,Alpine County,CA,0,0,0,35.69,64.31,0,11/16/21,11/22/21,2
20211109,6003,Alpine County,CA,0,0,0,35.69,64.31,0,11/9/21,11/15/21,2
20211102,6003,Alpine County,CA,0,0,0,35.69,64.31,0,11/2/21,11/8/21,2
20211026,6003,Alpine County,CA,0,0,0,35.69,64.31,0,10/26/21,11/1/21,2
20211019,6003,Alpine County,CA,0,0,0,0,100,0,10/19/21,10/25/21,2
20211012,6003,Alpine County,CA,0,0,0,0,100,0,10/12/21,10/18/21,2
20211005,6003,Alpine County,CA,0,0,0,0,100,0,10/5/21,10/11/21,2
20210928,6003,Alpine County,CA,0,0,0,0,100,0,9/28/21,10/4/21,2
20210921,6003,Alpine County,CA,0,0,0,0,100,0,9/21/21,9/27/21,2
20210914,6003,Alpine County,CA,0,0,0,0,100,0,9/14/21,9/20/21,2
20210907,6003,Alpine County,CA,0,0,0,0,100,0,9/7/21,9/13/21,2
20210831,6003,Alpine County,CA,0,0,0,0,100,0,8/31/21,9/6/21,2
20210824,6003,Alpine County,CA,0,0,0,0,100,0,8/24/21,8/30/21,2
20210817,6003,Alpine County,CA,0,0,0,0,100,0,8/17/21,8/23/21,2
20210810,6003,Alpine County,CA,0,0,0,0,100,0,8/10/21,8/16/21,2
20210803,6003,Alpine County,CA,0,0,0,0,100,0,8/3/21,8/9/21,2
20210727,6003,Alpine County,CA,0,0,0,0,100,0,7/27/21,8/2/21,2
20210720,6003,Alpine County,CA,0,0,0,0,100,0,7/20/21,7/26/21,2
20210713,6003,Alpine County,CA,0,0,0,0,100,0,7/13/21,7/19/21,2
20210706,6003,Alpine County,CA,0,0,0,0,100,0,7/6/21,7/12/21,2
20210629,6003,Alpine County,CA,0,0,0,0,100,0,6/29/21,7/5/21,2
20210622,6003,Alpine County,CA,0,0,0,0,100,0,6/22/21,6/28/21,2
20210615,6003,Alpine County,CA,0,0,0,0,100,0,6/15/21,6/21/21,2
20210608,6003,Alpine County,CA,0,0,0,0,100,0,6/8/21,6/14/21,2
20210601,6003,Alpine County,CA,0,0,0,0,100,0,6/1/21,6/7/21,2
20210525,6003,Alpine County,CA,0,0,0,0,100,0,5/25/21,5/31/21,2
20210518,6003,Alpine County,CA,0,0,0,66.11,33.89,0,5/18/21,5/24/21,2
20210511,6003,Alpine County,CA,0,0,0,66.11,33.89,0,5/11/21,5/17/21,2
20210504,6003,Alpine County,CA,0,0,0,66.11,33.89,0,5/4/21,5/10/21,2
20210427,6003,Alpine County,CA,0,0,0,100,0,0,4/27/21,5/3/21,2
20210420,6003,Alpine County,CA,0,0,0,100,0,0,4/20/21,4/26/21,2
20210413,6003,Alpine County,CA,0,0,0,100,0,0,4/13/21,4/19/21,2
20210406,6003,Alpine County,CA,0,0,18.6,81.4,0,0,4/6/21,4/12/21,2
20210330,6003,Alpine County,CA,0,0,18.6,81.4,0,0,3/30/21,4/5/21,2
20210323,6003,Alpine County,CA,0,0,18.6,81.4,0,0,3/23/21,3/29/21,2
20210316,6003,Alpine County,CA,0,0,20.17,79.83,0,0,3/16/21,3/22/21,2
20210309,6003,Alpine County,CA,0,0,20.17,79.83,0,0,3/9/21,3/15/21,2
20210302,6003,Alpine County,CA,0,0,98.22,1.78,0,0,3/2/21,3/8/21,2
20210223,6003,Alpine County,CA,0,0,98.22,1.78,0,0,2/23/21,3/1/21,2
20210216,6003,Alpine County,CA,0,0,98.22,1.78,0,0,2/16/21,2/22/21,2
20210209,6003,Alpine County,CA,0,0,98.22,1.78,0,0,2/9/21,2/15/21,2
20210202,6003,Alpine County,CA,0,0,98.22,1.78,0,0,2/2/21,2/8/21,2
20210126,6003,Alpine County,CA,0,0,0,100,0,0,1/26/21,2/1/21,2
20210119,6003,Alpine County,CA,0,0,0,100,0,0,1/19/21,1/25/21,2
20210112,6003,Alpine County,CA,0,0,0,100,0,0,1/12/21,1/18/21,2
20210105,6003,Alpine County,CA,0,0,0,100,0,0,1/5/21,1/11/21,2
20201229,6003,Alpine County,CA,0,0,0,100,0,0,12/29/20,1/4/21,2
20211228,6005,Amador County,CA,0,0,0,80.06,19.94,0,12/28/21,1/3/22,2
20211221,6005,Amador County,CA,0,0,0,0,99.75,0.25,12/21/21,12/27/21,2
20211214,6005,Amador County,CA,0,0,0,0,99.75,0.25,12/14/21,12/20/21,2
20211207,6005,Amador County,CA,0,0,0,0,99.75,0.25,12/7/21,12/13/21,2
20211130,6005,Amador County,CA,0,0,0,0,99.75,0.25,11/30/21,12/6/21,2
20211123,6005,Amador County,CA,0,0,0,0,99.75,0.25,11/23/21,11/29/21,2
20211116,6005,Amador County,CA,0,0,0,0,14.91,85.09,11/16/21,11/22/21,2
20211109,6005,Amador County,CA,0,0,0,0,14.91,85.09,11/9/21,11/15/21,2
20211102,6005,Amador County,CA,0,0,0,0,14.91,85.09,11/2/21,11/8/21,2
20211026,6005,Amador County,CA,0,0,0,0,14.91,85.09,10/26/21,11/1/21,2
20211019,6005,Amador County,CA,0,0,0,0,14.91,85.09,10/19/21,10/25/21,2
20211012,6005,Amador County,CA,0,0,0,0,14.91,85.09,10/12/21,10/18/21,2
20211005,6005,Amador County,CA,0,0,0,0,14.91,85.09,10/5/21,10/11/21,2
20210928,6005,Amador County,CA,0,0,0,0,14.91,85.09,9/28/21,10/4/21,2
20210921,6005,Amador County,CA,0,0,0,0,14.91,85.09,9/21/21,9/27/21,2
20210914,6005,Amador County,CA,0,0,0,0,14.91,85.09,9/14/21,9/20/21,2
20210907,6005,Amador County,CA,0,0,0,0,14.91,85.09,9/7/21,9/13/21,2
20210831,6005,Amador County,CA,0,0,0,0,14.91,85.09,8/31/21,9/6/21,2
20210824,6005,Amador County,CA,0,0,0,0,14.91,85.09,8/24/21,8/30/21,2
20210817,6005,Amador County,CA,0,0,0,0,14.91,85.09,8/17/21,8/23/21,2
20210810,6005,Amador County,CA,0,0,0,0,14.91,85.09,8/10/21,8/16/21,2
20210803,6005,Amador County,CA,0,0,0,0,14.91,85.09,8/3/21,8/9/21,2
20210727,6005,Amador County,CA,0,0,0,0,14.91,85.09,7/27/21,8/2/21,2
20210720,6005,Amador County,CA,0,0,0,0,80.58,19.42,7/20/21,7/26/21,2
20210713,6005,Amador County,CA,0,0,0,0,80.58,19.42,7/13/21,7/19/21,2
20210706,6005,Amador County,CA,0,0,0,0,80.58,19.42,7/6/21,7/12/21,2
20210629,6005,Amador County,CA,0,0,0,0,80.58,19.42,6/29/21,7/5/21,2
20210622,6005,Amador County,CA,0,0,0,0,80.58,19.42,6/22/21,6/28/21,2
20210615,6005,Amador County,CA,0,0,0,0,80.58,19.42,6/15/21,6/21/21,2
20210608,6005,Amador County,CA,0,0,0,0,80.58,19.42,6/8/21,6/14/21,2
20210601,6005,Amador County,CA,0,0,0,0,80.58,19.42,6/1/21,6/7/21,2
20210525,6005,Amador County,CA,0,0,0,0,80.58,19.42,5/25/21,5/31/21,2
20210518,6005,Amador County,CA,0,0,0,0,100,0,5/18/21,5/24/21,2
20210511,6005,Amador County,CA,0,0,0,0,100,0,5/11/21,5/17/21,2
20210504,6005,Amador County,CA,0,0,0,0,100,0,5/4/21,5/10/21,2
20210427,6005,Amador County,CA,0,0,0,100,0,0,4/27/21,5/3/21,2
20210420,6005,Amador County,CA,0,0,0,100,0,0,4/20/21,4/26/21,2
20210413,6005,Amador County,CA,0,0,0,100,0,0,4/13/21,4/19/21,2
20210406,6005,Amador County,CA,0,0,100,0,0,0,4/6/21,4/12/21,2
20210330,6005,Amador County,CA,0,0,100,0,0,0,3/30/21,4/5/21,2
20210323,6005,Amador County,CA,0,0,100,0,0,0,3/23/21,3/29/21,2
20210316,6005,Amador County,CA,0,0,100,0,0,0,3/16/21,3/22/21,2
20210309,6005,Amador County,CA,0,0,100,0,0,0,3/9/21,3/15/21,2
20210302,6005,Amador County,CA,0,0,100,0,0,0,3/2/21,3/8/21,2
20210223,6005,Amador County,CA,0,0,100,0,0,0,2/23/21,3/1/21,2
20210216,6005,Amador County,CA,0,0,100,0,0,0,2/16/21,2/22/21,2
20210209,6005,Amador County,CA,0,0,100,0,0,0,2/9/21,2/15/21,2
20210202,6005,Amador County,CA,0,0,100,0,0,0,2/2/21,2/8/21,2
20210126,6005,Amador County,CA,0,0,0,100,0,0,1/26/21,2/1/21,2
20210119,6005,Amador County,CA,0,0,0,100,0,0,1/19/21,1/25/21,2
20210112,6005,Amador County,CA,0,0,0,100,0,0,1/12/21,1/18/21,2
20210105,6005,Amador County,CA,0,0,0,100,0,0,1/5/21,1/11/21,2
20201229,6005,Amador County,CA,0,0,0,100,0,0,12/29/20,1/4/21,2
20211228,6007,Butte County,CA,0,0,0,44.89,55.11,0,12/28/21,1/3/22,2
20211221,6007,Butte County,CA,0,0,0,0,100,0,12/21/21,12/27/21,2
20211214,6007,Butte County,CA,0,0,0,0,100,0,12/14/21,12/20/21,2
20211207,6007,Butte County,CA,0,0,0,0,100,0,12/7/21,12/13/21,2
20211130,6007,Butte County,CA,0,0,0,0,100,0,11/30/21,12/6/21,2
20211123,6007,Butte County,CA,0,0,0,0,100,0,11/23/21,11/29/21,2
20211116,6007,Butte County,CA,0,0,0,0,51.44,48.56,11/16/21,11/22/21,2
20211109,6007,Butte County,CA,0,0,0,0,51.44,48.56,11/9/21,11/15/21,2
20211102,6007,Butte County,CA,0,0,0,0,51.44,48.56,11/2/21,11/8/21,2
20211026,6007,Butte County,CA,0,0,0,0,51.44,48.56,10/26/21,11/1/21,2
20211019,6007,Butte County,CA,0,0,0,0,0,100,10/19/21,10/25/21,2
20211012,6007,Butte County,CA,0,0,0,0,0,100,10/12/21,10/18/21,2
20211005,6007,Butte County,CA,0,0,0,0,0,100,10/5/21,10/11/21,2
20210928,6007,Butte County,CA,0,0,0,0,0,100,9/28/21,10/4/21,2
20210921,6007,Butte County,CA,0,0,0,0,0,100,9/21/21,9/27/21,2
20210914,6007,Butte County,CA,0,0,0,0,0,100,9/14/21,9/20/21,2
20210907,6007,Butte County,CA,0,0,0,0,0,100,9/7/21,9/13/21,2
20210831,6007,Butte County,CA,0,0,0,0,0,100,8/31/21,9/6/21,2
20210824,6007,Butte County,CA,0,0,0,0,0,100,8/24/21,8/30/21,2
20210817,6007,Butte County,CA,0,0,0,0,0,100,8/17/21,8/23/21,2
20210810,6007,Butte County,CA,0,0,0,0,0,100,8/10/21,8/16/21,2
20210803,6007,Butte County,CA,0,0,0,0,0,100,8/3/21,8/9/21,2
20210727,6007,Butte County,CA,0,0,0,0,0,100,7/27/21,8/2/21,2
20210720,6007,Butte County,CA,0,0,0,0,16.81,83.19,7/20/21,7/26/21,2
20210713,6007,Butte County,CA,0,0,0,0,16.81,83.19,7/13/21,7/19/21,2
20210706,6007,Butte County,CA,0,0,0,0,16.81,83.19,7/6/21,7/12/21,2
20210629,6007,Butte County,CA,0,0,0,0,16.81,83.19,6/29/21,7/5/21,2
20210622,6007,Butte County,CA,0,0,0,0,16.81,83.19,6/22/21,6/28/21,2
20210615,6007,Butte County,CA,0,0,0,0,16.81,83.19,6/15/21,6/21/21,2
20210608,6007,Butte County,CA,0,0,0,0,16.81,83.19,6/8/21,6/14/21,2
20210601,6007,Butte County,CA,0,0,0,0,16.81,83.19,6/1/21,6/7/21,2
20210525,6007,Butte County,CA,0,0,0,0,16.81,83.19,5/25/21,5/31/21,2
20210518,6007,Butte County,CA,0,0,0,0,100,0,5/18/21,5/24/21,2
20210511,6007,Butte County,CA,0,0,0,0,100,0,5/11/21,5/17/21,2
20210504,6007,Butte County,CA,0,0,0,0,100,0,5/4/21,5/10/21,2
20210427,6007,Butte County,CA,0,0,0,41.96,58.04,0,4/27/21,5/3/21,2
20210420,6007,Butte County,CA,0,0,0,41.96,58.04,0,4/20/21,4/26/21,2
20210413,6007,Butte County,CA,0,0,0,41.96,58.04,0,4/13/21,4/19/21,2
20210406,6007,Butte County,CA,0,0,0,57.05,42.95,0,4/6/21,4/12/21,2
20210330,6007,Butte County,CA,0,0,0,57.05,42.95,0,3/30/21,4/5/21,2
20210323,6007,Butte County,CA,0,0,0,57.05,42.95,0,3/23/21,3/29/21,2
20210316,6007,Butte County,CA,0,0,0,57.05,42.95,0,3/16/21,3/22/21,2
20210309,6007,Butte County,CA,0,0,0,57.05,42.95,0,3/9/21,3/15/21,2
20210302,6007,Butte County,CA,0,0,0,57.05,42.95,0,3/2/21,3/8/21,2
20210223,6007,Butte County,CA,0,0,0,57.05,42.95,0,2/23/21,3/1/21,2
20210216,6007,Butte County,CA,0,0,0,55.67,44.33,0,2/16/21,2/22/21,2
20210209,6007,Butte County,CA,0,0,0,55.67,44.33,0,2/9/21,2/15/21,2
20210202,6007,Butte County,CA,0,0,0,55.67,44.33,0,2/2/21,2/8/21,2
20210126,6007,Butte County,CA,0,0,0,33.67,66.33,0,1/26/21,2/1/21,2
20210119,6007,Butte County,CA,0,0,0,33.67,66.33,0,1/19/21,1/25/21,2
20210112,6007,Butte County,CA,0,0,0,33.67,66.33,0,1/12/21,1/18/21,2
20210105,6007,Butte County,CA,0,0,0,33.67,66.33,0,1/5/21,1/11/21,2
20201229,6007,Butte County,CA,0,0,0,33.67,66.33,0,12/29/20,1/4/21,2
20211228,6009,Calaveras County,CA,0,0,0,59.64,40.36,0,12/28/21,1/3/22,2
20211221,6009,Calaveras County,CA,0,0,0,0,62.14,37.86,12/21/21,12/27/21,2
20211214,6009,Calaveras County,CA,0,0,0,0,62.14,37.86,12/14/21,12/20/21,2
20211207,6009,Calaveras County,CA,0,0,0,0,62.14,37.86,12/7/21,12/13/21,2
20211130,6009,Calaveras County,CA,0,0,0,0,62.14,37.86,11/30/21,12/6/21,2
20211123,6009,Calaveras County,CA,0,0,0,0,62.14,37.86,11/23/21,11/29/21,2
20211116,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,11/16/21,11/22/21,2
20211109,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,11/9/21,11/15/21,2
20211102,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,11/2/21,11/8/21,2
20211026,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,10/26/21,11/1/21,2
20211019,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,10/19/21,10/25/21,2
20211012,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,10/12/21,10/18/21,2
20211005,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,10/5/21,10/11/21,2
20210928,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,9/28/21,10/4/21,2
20210921,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,9/21/21,9/27/21,2
20210914,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,9/14/21,9/20/21,2
20210907,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,9/7/21,9/13/21,2
20210831,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,8/31/21,9/6/21,2
20210824,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,8/24/21,8/30/21,2
20210817,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,8/17/21,8/23/21,2
20210810,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,8/10/21,8/16/21,2
20210803,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,8/3/21,8/9/21,2
20210727,6009,Calaveras County,CA,0,0,0,0,2.53,97.47,7/27/21,8/2/21,2
20210720,6009,Calaveras County,CA,0,0,0,0,96.08,3.92,7/20/21,7/26/21,2
20210713,6009,Calaveras County,CA,0,0,0,0,96.08,3.92,7/13/21,7/19/21,2
20210706,6009,Calaveras County,CA,0,0,0,0,96.08,3.92,7/6/21,7/12/21,2
20210629,6009,Calaveras County,CA,0,0,0,0,96.08,3.92,6/29/21,7/5/21,2
20210622,6009,Calaveras County,CA,0,0,0,0,96.08,3.92,6/22/21,6/28/21,2
20210615,6009,Calaveras County,CA,0,0,0,0,96.08,3.92,6/15/21,6/21/21,2
20210608,6009,Calaveras County,CA,0,0,0,0,96.08,3.92,6/8/21,6/14/21,2
20210601,6009,Calaveras County,CA,0,0,0,0,96.08,3.92,6/1/21,6/7/21,2
20210525,6009,Calaveras County,CA,0,0,0,0,96.08,3.92,5/25/21,5/31/21,2
20210518,6009,Calaveras County,CA,0,0,0,0,100,0,5/18/21,5/24/21,2
20210511,6009,Calaveras County,CA,0,0,0,0,100,0,5/11/21,5/17/21,2
20210504,6009,Calaveras County,CA,0,0,0,0,100,0,5/4/21,5/10/21,2
20210427,6009,Calaveras County,CA,0,0,0,100,0,0,4/27/21,5/3/21,2
20210420,6009,Calaveras County,CA,0,0,0,100,0,0,4/20/21,4/26/21,2
20210413,6009,Calaveras County,CA,0,0,0,100,0,0,4/13/21,4/19/21,2
20210406,6009,Calaveras County,CA,0,0,100,0,0,0,4/6/21,4/12/21,2
20210330,6009,Calaveras County,CA,0,0,100,0,0,0,3/30/21,4/5/21,2
20210323,6009,Calaveras County,CA,0,0,100,0,0,0,3/23/21,3/29/21,2
20210316,6009,Calaveras County,CA,0,0,100,0,0,0,3/16/21,3/22/21,2
20210309,6009,Calaveras County,CA,0,0,100,0,0,0,3/9/21,3/15/21,2
20210302,6009,Calaveras County,CA,0,0,100,0,0,0,3/2/21,3/8/21,2
20210223,6009,Calaveras County,CA,0,0,100,0,0,0,2/23/21,3/1/21,2
20210216,6009,Calaveras County,CA,0,0,100,0,0,0,2/16/21,2/22/21,2
20210209,6009,Calaveras County,CA,0,0,100,0,0,0,2/9/21,2/15/21,2
20210202,6009,Calaveras County,CA,0,0,100,0,0,0,2/2/21,2/8/21,2
20210126,6009,Calaveras County,CA,0,0,0,100,0,0,1/26/21,2/1/21,2
20210119,6009,Calaveras County,CA,0,0,0,100,0,0,1/19/21,1/25/21,2
20210112,6009,Calaveras County,CA,0,0,0,100,0,0,1/12/21,1/18/21,2
20210105,6009,Calaveras County,CA,0,0,0,100,0,0,1/5/21,1/11/21,2
20201229,6009,Calaveras County,CA,0,0,0,100,0,0,12/29/20,1/4/21,2
20211228,6011,Colusa County,CA,0,0,0,10.58,89.42,0,12/28/21,1/3/22,2
20211221,6011,Colusa County,CA,0,0,0,0,100,0,12/21/21,12/27/21,2
20211214,6011,Colusa County,CA,0,0,0,0,100,0,12/14/21,12/20/21,2
20211207,6011,Colusa County,CA,0,0,0,0,100,0,12/7/21,12/13/21,2
20211130,6011,Colusa County,CA,0,0,0,0,100,0,11/30/21,12/6/21,2
20211123,6011,Colusa County,CA,0,0,0,0,100,0,11/23/21,11/29/21,2
20211116,6011,Colusa County,CA,0,0,0,0,2.02,97.98,11/16/21,11/22/21,2
20211109,6011,Colusa County,CA,0,0,0,0,2.02,97.98,11/9/21,11/15/21,2
20211102,6011,Colusa County,CA,0,0,0,0,2.02,97.98,11/2/21,11/8/21,2
20211026,6011,Colusa County,CA,0,0,0,0,2.02,97.98,10/26/21,11/1/21,2
20211019,6011,Colusa County,CA,0,0,0,0,2.02,97.98,10/19/21,10/25/21,2
20211012,6011,Colusa County,CA,0,0,0,0,2.02,97.98,10/12/21,10/18/21,2
20211005,6011,Colusa County,CA,0,0,0,0,2.02,97.98,10/5/21,10/11/21,2
20210928,6011,Colusa County,CA,0,0,0,0,2.02,97.98,9/28/21,10/4/21,2
20210921,6011,Colusa County,CA,0,0,0,0,2.02,97.98,9/21/21,9/27/21,2
20210914,6011,Colusa County,CA,0,0,0,0,2.02,97.98,9/14/21,9/20/21,2
20210907,6011,Colusa County,CA,0,0,0,0,2.02,97.98,9/7/21,9/13/21,2
20210831,6011,Colusa County,CA,0,0,0,0,2.02,97.98,8/31/21,9/6/21,2
20210824,6011,Colusa County,CA,0,0,0,0,2.02,97.98,8/24/21,8/30/21,2
20210817,6011,Colusa County,CA,0,0,0,0,2.02,97.98,8/17/21,8/23/21,2
20210810,6011,Colusa County,CA,0,0,0,0,2.02,97.98,8/10/21,8/16/21,2
20210803,6011,Colusa County,CA,0,0,0,0,2.02,97.98,8/3/21,8/9/21,2
20210727,6011,Colusa County,CA,0,0,0,0,2.02,97.98,7/27/21,8/2/21,2
20210720,6011,Colusa County,CA,0,0,0,0,2.02,97.98,7/20/21,7/26/21,2
20210713,6011,Colusa County,CA,0,0,0,0,2.02,97.98,7/13/21,7/19/21,2
20210706,6011,Colusa County,CA,0,0,0,0,2.02,97.98,7/6/21,7/12/21,2
20210629,6011,Colusa County,CA,0,0,0,0,2.02,97.98,6/29/21,7/5/21,2
20210622,6011,Colusa County,CA,0,0,0,0,2.02,97.98,6/22/21,6/28/21,2
20210615,6011,Colusa County,CA,0,0,0,0,2.02,97.98,6/15/21,6/21/21,2
20210608,6011,Colusa County,CA,0,0,0,0,2.02,97.98,6/8/21,6/14/21,2
20210601,6011,Colusa County,CA,0,0,0,0,2.02,97.98,6/1/21,6/7/21,2
20210525,6011,Colusa County,CA,0,0,0,0,2.02,97.98,5/25/21,5/31/21,2
20210518,6011,Colusa County,CA,0,0,0,0,100,0,5/18/21,5/24/21,2
20210511,6011,Colusa County,CA,0,0,0,0,100,0,5/11/21,5/17/21,2
20210504,6011,Colusa County,CA,0,0,0,0,100,0,5/4/21,5/10/21,2
20210427,6011,Colusa County,CA,0,0,0,0,100,0,4/27/21,5/3/21,2
20210420,6011,Colusa County,CA,0,0,0,0,100,0,4/20/21,4/26/21,2
20210413,6011,Colusa County,CA,0,0,0,0.02,99.98,0,4/13/21,4/19/21,2
20210406,6011,Colusa County,CA,0,0,0,0.02,99.98,0,4/6/21,4/12/21,2
20210330,6011,Colusa County,CA,0,0,0,0.02,99.98,0,3/30/21,4/5/21,2
20210323,6011,Colusa County,CA,0,0,0,0.02,99.98,0,3/23/21,3/29/21,2
20210316,6011,Colusa County,CA,0,0,0,0.02,99.98,0,3/16/21,3/22/21,2
20210309,6011,Colusa County,CA,0,0,0,0.02,99.98,0,3/9/21,3/15/21,2
20210302,6011,Colusa County,CA,0,0,0,0.02,99.98,0,3/2/21,3/8/21,2
20210223,6011,Colusa County,CA,0,0,0,0.02,99.98,0,2/23/21,3/1/21,2
20210216,6011,Colusa County,CA,0,0,0,0.17,99.83,0,2/16/21,2/22/21,2
20210209,6011,Colusa County,CA,0,0,0,0.17,99.83,0,2/9/21,2/15/21,2
20210202,6011,Colusa County,CA,0,0,0,0.17,99.83,0,2/2/21,2/8/21,2
20210126,6011,Colusa County,CA,0,0,0,0,100,0,1/26/21,2/1/21,2
